Id,Name,Address,City,State,Division,Major Group,Industry Group,SIC,Description
3917,Anderson LLC,4623 Dennis Spurs Suite 871,Josemouth,New Hampshire,I,73.0,732.0,7322.0,Adjustment and Collection Services
3918,Booth-Lopez,2749 Cuevas Trail Suite 699,Robertville,Tennessee,A,2.0,21.0,219.0,"General Livestock, Except Dairy and Poultry"
3919,"Robinson, Guerra and Hampton",4526 Rodriguez Port,Erinville,North Dakota,D,32.0,,3261.0,
3920,Smith-Shaw,6847 Kent Groves Suite 685,Robinsontown,Pennsylvania,I,83.0,835.0,8351.0,Child Day Care Services
3921,Gray-Obrien,8102 Wyatt Station Apt. 184,South Rebecca,California,D,24.0,242.0,2426.0,Hardwood Dimension and Flooring Mills
3922,Mccoy Inc,477 Sharon Hill Apt. 853,,Maryland,D,27.0,273.0,2732.0,Book Printing
3923,"Fernandez, Edwards and Flynn",8132 Wright Roads Apt. 587,Laurashire,Nevada,I,73.0,738.0,7384.0,Photofinishing Laboratories
3924,Andrade Ltd,37405 Maddox Circles,Nguyenberg,Wisconsin,I,80.0,804.0,8042.0,Offices and Clinics of Optometrists
3925,Smith and Sons,5705 Michael Point,North Jakeland,North Carolina,D,30.0,301.0,3011.0,Tires and Inner Tubes
3926,Edwards-Rodriguez,405 Osborne Extension,Stewartton,Louisiana,D,33.0,336.0,3363.0,Aluminum Die-Castings
3927,"Patrick, Johnson and Simpson",820 Chelsea Brook,Joshuaport,Montana,E,49.0,493.0,4931.0,Electric and Other Services Combined
3928,Rasmussen-Hubbard,81457 Chavez Key Apt. 944,Port Timothy,,D,31.0,314.0,3143.0,"Men's Footwear, Except Athletic"
3929,"Rojas, Boyd and Clark",14314 English Port,Lake Harold,North Dakota,D,,239.0,2395.0,"Pleating, Decorative and Novelty Stitching, and Tucking for the Trade"
3930,Gonzales-Hall,91673 Cross Shore Suite 466,Tylershire,Connecticut,D,20.0,206.0,2064.0,Candy and Other Confectionery Products
3931,Richardson-Leon,90868 Virginia Groves Apt. 958,North Megan,Washington,A,1.0,11.0,119.0,"Cash Grains, Not Elsewhere Classified"
3932,Smith LLC,38719 Tamara Lodge Suite 826,New Christopherland,New York,E,49.0,494.0,4941.0,Water Supply
3933,Mendoza-Adams,5894 Austin Hills,Michelleland,Missouri,D,33.0,335.0,3355.0,"Aluminum Rolling and Drawing, Not Elsewhere Classified"
3934,Peterson-Mills,83698 Dale Tunnel Suite 842,New Benjaminmouth,South Carolina,F,51.0,519.0,5199.0,"Nondurable Goods, Not Elsewhere Classified"
3935,"Lee, Meyers and Torres",2522 Chad Spring Apt. 868,North Josephshire,Maryland,I,75.0,753.0,7538.0,General Automotive Repair Shops
3936,Hudson Group,833 Brian Manors Suite 784,Tannerville,Virginia,G,56.0,569.0,5699.0,Miscellaneous Apparel and Accessory Stores
3937,Taylor-Rodriguez,,South Richard,Missouri,I,86.0,865.0,8651.0,Political Organizations
3938,Allen LLC,,Mortonville,West Virginia,D,39.0,399.0,3996.0,"Linoleum, Asphalted-Felt-Base, and Other Hard Surface Floor Coverings, Not Elsewhere Classified"
3939,Wiggins-Chapman,965 Julian Unions Suite 129,North Ericton,Kentucky,D,33.0,335.0,3354.0,Aluminum Extruded Products
3940,Clark-Peterson,3313 Carter Mountains Suite 269,Rhondaburgh,Michigan,E,41.0,414.0,4142.0,"Bus Charter Service, Except Local"
3941,Miller and Sons,,Richardville,Oregon,D,34.0,344.0,3446.0,Architectural and Ornamental Metal Work
3942,"Flowers, Simmons and Marshall",0528 Cox Plaza Suite 922,Jenniferhaven,Massachusetts,D,39.0,394.0,3942.0,Dolls and Stuffed Toys
3943,White Ltd,38694 Powers Drive Suite 295,North Stephanieview,Idaho,I,89.0,899.0,8999.0,"Services, Not Elsewhere Classified"
3944,,3219 James Pines Apt. 918,Melissamouth,New Mexico,D,22.0,228.0,2281.0,Yarn Spinning Mills
3945,"Williams, Hernandez and Alvarado",2374 Christine Lake Apt. 051,Johnhaven,Virginia,D,35.0,355.0,3559.0,"Special Industry Machinery, Not Elsewhere Classified"
3946,Benson PLC,3381 Michael Ways Apt. 297,Port April,California,G,56.0,561.0,5611.0,Men's and Boys' Clothing and Accessory Stores
3947,"Hernandez, Smith and Lane",82999 Gregory Course,Christineborough,Indiana,D,20.0,202.0,2021.0,Creamery Butter
3948,"Ward, Thompson and Walker",973 Raven Causeway,South Maria,Louisiana,F,51.0,513.0,5137.0,"Women's, Children's, and Infants' Clothing and Accessories"
3949,Lopez Group,2881 Gonzales Flats,New Brianburgh,Virginia,D,27.0,274.0,2741.0,Miscellaneous Publishing
3950,Thomas-Johnston,2613 Davidson Stravenue,Brandonside,Oregon,G,52.0,525.0,5251.0,Hardware Stores
3951,Pineda and Sons,10681 Tiffany Run,Lisaburgh,Louisiana,D,35.0,354.0,3543.0,Industrial Patterns
3952,Maxwell-Shah,0082 Garcia Lakes,Lake Kristinhaven,Maine,,46.0,461.0,4613.0,Refined Petroleum Pipelines
3953,Miller-Boyer,881 Timothy Isle Suite 945,East Jesseborough,South Dakota,B,14.0,145.0,1459.0,"Clay, Ceramic, and Refractory Minerals, Not Elsewhere Classified"
3954,Boyd Ltd,96926 John Stream,Lake James,Vermont,D,31.0,314.0,3149.0,"Footwear, Except Rubber, Not Elsewhere Classified"
3955,Young-Gardner,11966 Jonathan Points Suite 606,East David,Wyoming,D,30.0,308.0,3084.0,Plastics Pipe
3956,Wilson-Torres,,Victorton,Georgia,D,35.0,353.0,3531.0,Construction Machinery and Equipment
3957,Perez Ltd,0653 Baker Island Apt. 796,Port Stephanietown,New Hampshire,F,51.0,517.0,5171.0,Petroleum Bulk stations and Terminals
3958,,75496 Emily Streets Suite 067,Larsenbury,,H,61.0,611.0,6111.0,Federal and Federally-Sponsored Credit Agencies
3959,White PLC,64037 Burns Viaduct,South James,New Hampshire,H,60.0,609.0,6091.0,"Non-deposit Trust Facilities,"
3960,Payne-Jones,4915 Austin Dale,Mayshire,North Dakota,D,37.0,379.0,3799.0,"Transportation Equipment, Not Elsewhere Classified"
3961,Curtis-Edwards,91571 Roberts Lodge Suite 334,West Julie,Georgia,J,95.0,,9531.0,Administration of Housing Programs
3962,Sullivan-Williams,,Charlesburgh,Kansas,,75.0,753.0,7539.0,"Automotive Repair Shops, Not Elsewhere Classified"
3963,Johnson-Choi,49185 Michael Mount Apt. 709,New Andrew,Oregon,G,56.0,561.0,5611.0,Men's and Boys' Clothing and Accessory Stores
3964,"Wong, Rice and Weaver",469 Evan Trail Suite 495,Coleview,Colorado,A,7.0,74.0,741.0,Veterinary Services for Livestock
3965,Jones Ltd,553 Stewart Courts Apt. 968,Rebekahburgh,Indiana,D,34.0,343.0,3431.0,Enameled Iron and Metal Sanitary Ware
3966,"Kim, Mcdonald and Soto",1408 Barnes Hill Apt. 278,South Jessica,Oklahoma,I,75.0,754.0,7549.0,"Automotive Services, Except Repair and Carwashes"
3967,West Inc,4848 Lisa Passage,Port Jessicamouth,Illinois,D,20.0,205.0,2053.0,"Frozen Bakery Products, Except Bread"
3968,"Silva, Richardson and Turner",2536 Kimberly Stravenue Suite 447,Gallagherview,New Jersey,J,92.0,922.0,9221.0,Police Protection
3969,Contreras-Pena,41418 Jared Circles,Mcmillanberg,Minnesota,I,,869.0,,"Membership Organizations, Not Elsewhere Classified"
3970,Bennett Group,68427 Sheila Ranch Apt. 887,Rivasstad,Missouri,A,1.0,18.0,181.0,Ornamental Floriculture and Nursery Products
3971,"Collins, Richardson and Alvarado",65647 Matthew Bridge Suite 061,Allisonchester,South Carolina,G,56.0,569.0,5699.0,Miscellaneous Apparel and Accessory Stores
3972,"Villarreal, Aguilar and Brown",,North Robert,Connecticut,F,50.0,504.0,5049.0,"Professional Equipment and Supplies, Not Elsewhere Classified"
3973,Cruz-Choi,1560 Carroll Trace Suite 855,West Dillonmouth,Minnesota,D,25.0,254.0,2542.0,"Office and Store Fixtures, Partitions, Shelving, and Lockers, Except Wood"
3974,"Lynch, Carr and Guzman",19486 Mark Knolls,New George,Hawaii,D,35.0,351.0,3511.0,"Steam, Gas, and Hydraulic Turbines, and Turbine Generator Set Units"
3975,Cunningham-Davis,81434 Victoria Street Suite 841,Lake Garyfort,Massachusetts,D,30.0,308.0,3081.0,Unsupported Plastics Film and Sheet
3976,"Williamson, Roberts and Carlson",12145 Amber Causeway Suite 867,East Cynthia,,E,42.0,421.0,4213.0,"Trucking, Except Local"
3977,Duncan-Woodard,7524 Olivia Villages Suite 947,Anthonytown,Kansas,D,33.0,331.0,3316.0,"Cold-Rolled Steel Sheet, Strip, and Bars"
3978,Pena-Walker,40436 Joann Course Suite 156,South Shari,Connecticut,D,31.0,314.0,3143.0,"Men's Footwear, Except Athletic"
3979,Peterson-Burnett,5031 Miller Keys Apt. 609,Lake David,Utah,I,82.0,821.0,8211.0,Elementary and Secondary Schools
3980,Boyd-Shields,697 Evans Crest,Watsontown,Arkansas,D,39.0,395.0,3951.0,"Pens, Mechanical Pencils, and Parts"
3981,Morales-Johnson,9468 Jillian Causeway,Port Rhonda,Alaska,I,72.0,729.0,7299.0,"Miscellaneous Personal Services, Not Elsewhere Classified"
3982,"Smith, Foster and Roth",5908 Ronald Stream Apt. 527,Rhondaton,Oregon,D,34.0,346.0,3465.0,Automotive Stampings
3983,Golden-Bailey,184 Travis Rapid,North Edward,West Virginia,G,56.0,562.0,5621.0,Women's Clothing Stores
3984,,6931 Brett Valley Suite 932,Richardstad,Idaho,E,42.0,421.0,4215.0,"Courier Services, Except by Air"
3985,Howell Group,21135 Kelsey Locks Apt. 629,South Haley,Hawaii,D,25.0,251.0,,Metal Household Furniture
3986,Moody-Berger,5417 Daniel Lake Suite 005,South Emily,Washington,D,36.0,369.0,3691.0,Storage Batteries
3987,"Jenkins, Taylor and Lopez",14097 Peters Cove Apt. 989,Port John,Minnesota,G,55.0,559.0,5599.0,"Automotive Dealers, Not Elsewhere Classified"
3988,Ruiz Inc,733 Janet Mountain Apt. 555,New Laurashire,Kansas,F,51.0,517.0,5172.0,"Petroleum and Petroleum Products Wholesalers, Except Bulk Stations and Terminals"
3989,"Sanchez, Aguilar and Garrett",,Vickihaven,California,D,35.0,355.0,3559.0,"Special Industry Machinery, Not Elsewhere Classified"
3990,Payne and Sons,76503 James Shores,East Aaronport,Illinois,D,35.0,354.0,3549.0,"Metalworking Machinery, Not Elsewhere Classified"
3991,Suarez Inc,3440 Marcus Roads,North Jacob,Missouri,I,87.0,873.0,8734.0,Testing Laboratories
3992,Snyder-Dixon,54408 Christensen Grove,Michelletown,South Dakota,A,7.0,72.0,723.0,"Crop Preparation Services for Market, Except Cotton Ginning"
3993,White-Dougherty,6816 Smith Mills Apt. 313,Williamsside,California,F,50.0,508.0,5082.0,Construction and Mining (Except Petroleum) Machinery and Equipment
3994,Whitaker Group,3479 Johnston Mall,Lake Julia,Illinois,D,34.0,341.0,3412.0,"Metal Shipping Barrels, Drums, Kegs, and Pails"
3995,Middleton-Hansen,2430 Warner Wall Suite 078,Jenniferchester,Rhode Island,D,23.0,232.0,2321.0,"Men's and Boys' Shirts, Except Work Shirts"
3996,"Berry, Miller and Lewis",1639 Pamela Wells,Port Michelle,Washington,J,95.0,953.0,9532.0,Administration of Urban Planning and Community and Rural Development
3997,Davis Inc,011 Scott Ridge Apt. 231,Davidshire,Arkansas,D,37.0,373.0,3731.0,Ship Building and Repairing
3998,Walker-Garcia,08780 Daniel Trace Suite 672,Joshuaview,West Virginia,F,50.0,509.0,5091.0,Sporting and Recreational Goods and Supplies
3999,"Zimmerman, Olson and Boyd",5737 Sara Court Suite 810,Gregoryshire,Florida,I,79.0,799.0,7996.0,Amusement Parks
4000,"Russo, Sutton and Murphy",5711 Johnson Manors Suite 690,Jessicaton,Nevada,I,72.0,726.0,7261.0,Funeral Service and Crematories
4001,"Cole, Schneider and Kent",076 Eric View,Andrewsview,South Carolina,A,1.0,17.0,173.0,
4002,"Harris, Lang and Smith",41991 Acosta Falls,Port Barryview,New Mexico,D,33.0,335.0,3355.0,"Aluminum Rolling and Drawing, Not Elsewhere Classified"
4003,Robinson-Watson,939 Chelsea Tunnel,Cooleyshire,Hawaii,D,35.0,357.0,3579.0,"Office Machines, Not Elsewhere Classified"
4004,Paul-Tran,6605 Dustin Centers,South Darren,Alabama,I,73.0,731.0,7312.0,Outdoor Advertising Services
4005,"Hernandez, Cox and Bailey",318 Brennan Plain Suite 630,Rivasstad,Minnesota,D,28.0,284.0,2842.0,"Specialty Cleaning, Polishing, and Sanitation Preparations"
4006,Archer Inc,651 Katrina Parkways,West Patrickborough,South Carolina,D,35.0,359.0,3594.0,Fluid Power Pumps and Motors
4007,"Hendricks, Goodman and Cook",104 Ryan River Apt. 937,East Rebeccaside,Vermont,I,72.0,722.0,7221.0,"Photographic Studios, Portrait"
4008,Brown and Sons,1022 Kramer Squares,Port Joseph,South Dakota,I,80.0,802.0,8021.0,Offices and Clinics of Dentists
4009,Kim Inc,2025 Richardson Plain,South Barbara,,E,41.0,413.0,4131.0,Intercity and Rural Bus Transportation
4010,"Wallace, Davidson and Snyder",82298 Alvarez Creek Suite 628,West Frank,Iowa,D,27.0,275.0,2759.0,"Commercial Printing, Not Elsewhere Classified"
4011,Kim PLC,294 Colon Isle Apt. 870,Garciamouth,New Hampshire,E,48.0,481.0,4812.0,Radiotelephone Communications
4012,"Lewis, Quinn and Nelson",56459 Hughes Well Apt. 296,Weberton,Tennessee,D,25.0,252.0,2521.0,Wood Office Furniture
4013,"Boyd, Nixon and Clayton",001 William Knoll Apt. 627,South Joyce,Montana,I,87.0,873.0,8731.0,Commercial Physical and Biological Research
4014,Baker PLC,5139 Margaret Field,South Matthewburgh,Louisiana,D,25.0,251.0,2514.0,Metal Household Furniture
4015,Lee Ltd,,South Kristenside,Massachusetts,F,51.0,519.0,5199.0,"Nondurable Goods, Not Elsewhere Classified"
4016,"Dunn, Lawrence and Wells",763 Jones Summit Suite 501,New Gabrielmouth,Kansas,A,7.0,72.0,724.0,Cotton Ginning
4017,Franklin-Pierce,775 Tyler Square Apt. 552,East Robert,Wisconsin,A,7.0,78.0,783.0,Ornamental Shrub and Tree Services
4018,"Smith, Goodwin and Hernandez",4488 Underwood Views,Danieltown,Nevada,D,34.0,347.0,3479.0,"Coating, Engraving, and Allied Services, Not Elsewhere Classified"
4019,Peters-Rodriguez,1374 Sanders Trace,North David,Illinois,G,59.0,599.0,5999.0,
4020,"Vargas, Blair and Freeman",265 Nathan Field,South Erin,Idaho,H,63.0,635.0,6351.0,Surety Insurance
4021,Acosta-Roberts,1316 Nelson Manor,North Veronicaton,North Dakota,D,34.0,344.0,3442.0,"Metal Doors, Sash, Frames, Molding, and Trim Manufacturing"
4022,Foster-Griffin,042 Ashley Springs Suite 224,New Allison,New Jersey,D,36.0,362.0,3625.0,Relays and Industrial Controls
4023,Holmes-Cuevas,,Port Matthewstad,Arkansas,C,17.0,173.0,1731.0,
4024,Perry Inc,160 Anderson Passage,Lake Tarafurt,Minnesota,A,1.0,16.0,161.0,Vegetables and Melons
4025,Schwartz Group,66559 Ronald Bypass,Brandonhaven,Kentucky,B,10.0,101.0,1011.0,Iron Ores
4026,"Wang, Le and Collins",038 Li Drive,Laurastad,Minnesota,I,70.0,701.0,7011.0,Hotels and Motels
4027,Ellis Inc,638 Walsh Wells,Caseyfort,Maryland,F,51.0,515.0,5159.0,"Farm-Product Raw Materials, Not Elsewhere Classified"
4028,Richardson and Sons,040 Villanueva Heights Apt. 411,North Christianshire,Kentucky,D,29.0,295.0,,Asphalt Paving Mixtures and Blocks
4029,"Stokes, Baker and Smith",0335 David Trail Suite 012,North Heidi,Washington,D,28.0,287.0,2879.0,"Pesticides and Agricultural Chemicals, Not Elsewhere Classified"
4030,Foster-Strickland,1567 Tammy Throughway,East Timothy,North Dakota,E,44.0,449.0,4493.0,Marinas
4031,Smith-Gonzalez,8490 Matthews Port Suite 793,Meyersberg,Florida,D,35.0,357.0,3577.0,"Computer Peripheral Equipment, Not Elsewhere Classified"
4032,Robinson and Sons,2870 Welch Corner Apt. 118,Lake Randyport,Utah,D,28.0,287.0,2873.0,Nitrogenous Fertilizers
4033,"Moreno, Gross and Myers",898 Holly Trafficway Apt. 107,,Missouri,H,65.0,651.0,6519.0,"Lessors of Real Property, Not Elsewhere Classified"
4034,Sullivan-Scott,8407 Ramos Summit,East Laurafort,Maine,D,34.0,343.0,3433.0,"Heating Equipment, Except Electric and Warm Air Furnaces"
4035,Reyes Ltd,9538 Joanne Creek,West Jacquelineberg,North Dakota,D,35.0,353.0,3531.0,Construction Machinery and Equipment
4036,"Erickson, Hanson and Mann",896 Travis Viaduct,Lake Victorialand,New Hampshire,B,12.0,,1241.0,Coal Mining Services
4037,Rodriguez-Silva,52155 Marvin Pass,Oscarhaven,Iowa,,50.0,507.0,5072.0,Hardware
4038,Fleming Group,4418 Walsh Groves Apt. 047,Gamblebury,,D,28.0,289.0,,Carbon Black
4039,Stewart PLC,8095 Michael Shoals,East Haley,Washington,E,44.0,448.0,4482.0,Ferries
4040,Martinez PLC,94532 Danielle Hills Suite 067,West Charlesmouth,South Dakota,J,96.0,964.0,9641.0,Regulation of Agricultural Marketing and Commodities
4041,Howard Ltd,95488 Shaffer Streets Apt. 604,Port Natalie,Kansas,D,34.0,349.0,3492.0,Fluid Power Valves and Hose Fittings
4042,"Shields, Davis and Hall",851 Sanchez Rue,Port Ralph,Arizona,E,49.0,491.0,4911.0,Electric Services
4043,"Martinez, Benson and Flores",351 Reynolds Forge,South Howard,,D,38.0,387.0,3873.0,"Watches, Clocks, Clockwork Operated Devices, and Parts"
4044,Mccarthy LLC,255 Tonya Viaduct Apt. 203,West Henrymouth,North Carolina,,41.0,411.0,4111.0,Local and Suburban Transit
4045,Brown-Coleman,1501 Anita Crest,South Robert,Arizona,I,87.0,871.0,8712.0,Architectural Services
4046,Brown Ltd,01712 Robinson Mill Apt. 914,East Shari,South Dakota,J,92.0,,9221.0,Police Protection
4047,Hines-Cooper,84969 David Station,Rogersmouth,Maryland,A,1.0,19.0,191.0,"General Farms, Primarily Crop"
4048,"Reynolds, Luna and Johnson",306 Jones Radial Apt. 982,West Richardside,Colorado,F,50.0,509.0,5099.0,"Durable Goods, Not Elsewhere Classified"
4049,Peterson Inc,0695 Amy Fields,New Steven,Mississippi,D,34.0,346.0,3469.0,"Metal Stampings, Not Elsewhere Classified"
4050,Lee PLC,919 Christy Tunnel Suite 217,Hicksmouth,Wyoming,G,59.0,599.0,5999.0,"Miscellaneous Retail Stores, Not Elsewhere Classified"
4051,"Ibarra, Bennett and Smith",741 Darryl Mountain Apt. 310,Sandraview,Idaho,I,73.0,736.0,7363.0,Help Supply Services
4052,Wood-Donovan,0342 Elizabeth Orchard Apt. 858,Port Rhonda,Iowa,D,36.0,362.0,3629.0,"Electrical Industrial Apparatus, Not Elsewhere Classified"
4053,"Brown, Bowman and Allen",3641 Marie Loaf,Pricemouth,New Jersey,B,14.0,144.0,1446.0,Industrial Sand
4054,"Edwards, Montgomery and Chen",1453 Hernandez Cliff Apt. 298,Bairdhaven,North Dakota,F,50.0,501.0,5015.0,"Motor Vehicle Parts, Used"
4055,"Carlson, Jones and Sullivan",83397 Williamson Wall Suite 663,Kayleestad,California,I,73.0,735.0,7359.0,
4056,"Moore, Daniel and Perez",4425 Blackburn Shore,Edwinside,Minnesota,D,22.0,227.0,2273.0,Carpets and Rugs
4057,"Payne, Klein and Webb",559 Anderson Vista Apt. 505,Port Douglas,Wisconsin,D,34.0,344.0,3444.0,Sheet Metal Work
4058,Gomez Group,9811 Roberts Spur,Andreatown,North Dakota,D,25.0,251.0,2514.0,Metal Household Furniture
4059,"Mcmahon, Schmidt and Terry",16284 Collins Cape,Garrettchester,Mississippi,D,34.0,343.0,3433.0,"Heating Equipment, Except Electric and Warm Air Furnaces"
4060,Scott LLC,818 King Grove,Davishaven,Minnesota,D,32.0,326.0,3263.0,Fine Earthenware (Whiteware) Table and Kitchen Articles
4061,"Chambers, Thomas and Williams",185 Brown Tunnel,Port Rachel,North Carolina,D,27.0,275.0,2752.0,"Commercial Printing, Lithographic"
4062,"Huber, Vargas and Wood",439 Oconnell Summit,East Julian,Tennessee,B,14.0,142.0,1429.0,"Crushed and Broken Stone, Not Elsewhere Classified"
4063,"Mills, Villarreal and Ramos",9738 Patterson Crest,Morenoborough,Missouri,F,50.0,504.0,5043.0,Photographic Equipment and Supplies
4064,,244 Weaver Cliffs,Sanchezport,Maine,A,2.0,25.0,254.0,Poultry Hatcheries
4065,Davis and Sons,2748 King Walks,,Delaware,I,80.0,806.0,8062.0,General Medical and Surgical Hospitals
4066,Dickerson LLC,322 Megan Pike,Donaldsonhaven,Alaska,D,35.0,356.0,3567.0,Industrial Process Furnaces and Ovens
4067,"Ortega, Riddle and Stewart",589 Desiree Port Suite 630,Paulaside,Pennsylvania,D,32.0,322.0,3229.0,"Pressed and Blown Glass and Glassware, Not Elsewhere Classified"
4068,"Wright, Myers and Beasley",1227 Grant Greens,Jenniferland,Vermont,D,23.0,239.0,2392.0,"House furnishing, Except Curtains and Draperies"
4069,"Marquez, Gonzalez and Peters",1121 Roth Drive,New Alexis,Louisiana,D,36.0,364.0,3645.0,Residential Electric Lighting Fixtures
4070,Cox Ltd,56663 Sawyer Ferry,North Thomasfurt,,D,25.0,259.0,2599.0,
4071,Gonzalez-Nicholson,72482 Elizabeth Roads,Davisstad,,I,80.0,806.0,8069.0,"Specialty Hospitals, Except Psychiatric"
4072,Boyd Ltd,273 Kayla Locks Suite 867,East Lisaburgh,Washington,G,57.0,573.0,5736.0,Musical Instrument Stores
4073,"Hartman, Fox and Gutierrez",11892 Jessica Mission,West Danahaven,Pennsylvania,D,28.0,287.0,2874.0,Phosphatic Fertilizers
4074,"Mcneil, Nunez and Barber",,Alexanderbury,New Jersey,I,87.0,873.0,8733.0,
4075,Chandler Inc,0247 Delgado Course Suite 280,North Curtis,Indiana,H,60.0,602.0,6029.0,"Commercial Banks, Not Elsewhere Classified"
4076,Ruiz-Farmer,53675 Dawson Street Suite 133,Lake Brendan,Tennessee,I,73.0,735.0,7353.0,Heavy Construction Equipment Rental and Leasing
4077,Tran-Jones,514 Padilla Grove Apt. 006,Lake Sarahside,South Dakota,A,9.0,92.0,921.0,Fish Hatcheries and Preserves
4078,Long LLC,9509 Wright Plains,Lake Edwardstad,Tennessee,D,36.0,364.0,3648.0,"Lighting Equipment, Not Elsewhere Classified"
4079,"Byrd, Peters and Meyer",9468 Jefferson Burgs,Nicholemouth,Tennessee,C,17.0,175.0,1751.0,Carpentry Work
4080,Cantrell PLC,166 Kyle Ways,,Arizona,D,36.0,366.0,3661.0,Telephone and Telegraph Apparatus
4081,Hanson Inc,7701 Gary Cove Apt. 332,,Maine,D,22.0,225.0,2252.0,
4082,"Cox, Wells and Peters",445 Steven Cove,West Sallyville,Colorado,D,,355.0,3553.0,Woodworking Machinery
4083,Hatfield and Sons,29490 Mora Harbors Suite 195,South Justin,Tennessee,I,88.0,881.0,8811.0,Private Households
